GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1956-01-01,1956,1956,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,134.75418,134.8 [121.0-151.0]
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,18.03352,18.0 [12.0-24.6]
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,23.57538,23.58 [22.89-243.32]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,19.3,19.3 [7.6 - 37.1]
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1987-01-01,1987,1987,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.9,3.9 [3.5-4.4]
NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
MORT_200,Deaths per 1 000 live births,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.81144,0.8
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,10.95818,11.0 [8.2-14.1]
MORT_200,Deaths per 1 000 live births,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.44715,4.4
MORT_300,Distribution of causes of death among children aged < 5 years (%),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.14679,0.1
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2643.345,2643 [1902-3485]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,3.0,3.0 [2.6-3.3]
CM_02,Number of infant deaths,1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,32211.0,32 211 [30 214-34 266]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.54281,11.5 [10.1-13.1]
CM_01,Number of under-five deaths,1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,62219.0,62 219 [58 079-66 465]
AIR_41,Ambient air pollution attributable deaths,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,36.478,36 [14-69]
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11005.6,11006 [7839-16067]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12.4,12.4
NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00132,0
AIR_60,Household and ambient air pollution attributable DALYs,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3446.413,3446 [2967-3891]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990-01-01,1990,1990,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6.44199,6.4 [3.5-10.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08152,0.1
W3_pc_front_B,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,,,,30.0,30
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,20.2,20.2 [14.3-25.2]
P4_govt,National smoking ban in GOVERNMENT FACILITIES,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
MORT_100,Number of deaths,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3900.68947,3901
CM_01,Number of under-five deaths,2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,27878.0,27 878 [24 686-31 563]
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,81.769,82 [77-85]
W3_pc_front_C,Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,30.0,30
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.7,4.7 [2.5-8.8]
MORT_200,Deaths per 1 000 live births,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,5.84066,5.8
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,10.78377,10.8 [6.2-16.8]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1990-01-01,1990,1990,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.1,0.1 [0 - 5.5]
CM_02,Number of infant deaths,1954-01-01,1954,1954,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,27109.0,27 109 [24 059-30 859]
AIR_15,Household air pollution attributable DALYs,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,31526.366,31 526 [22 113-47 598]
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,20.39556,20.4 [13.7-27.6]
MORT_100,Number of deaths,2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5.60014,6
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6.6,6.6 [4.4-9.8]
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,70.83953,70.8 [61.9-78.7]
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,21758.87,21759 [15942-30310]
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.30945,9.3 [6.9-12.3]
MORT_100,Number of deaths,2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,769.07102,769
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,15.7,15.7 [7.8-25.0]
CM_01,Number of under-five deaths,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,30768.0,30 768 [27 910-33 833]
AIR_15,Household air pollution attributable DALYs,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,32736.317,32 736 [21 550-51 253]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995-01-01,1995,1995,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.05469,0.05 [0 - 0.38]
RSUD_500,Registration of medications for opioid withdrawal,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,DRUG,DRUG_DIAZEPAM,Diazepam,62344.04821834804,No data
MH_12,Age-standardized suicide rates (per 100 000 population),2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,19.2491,19.2 [14.2-25.3]
SDGSUICIDE,Crude suicide rates (per 100 000 population),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.92,3.9 [3.0-5.0]
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.01873,0
O_NRT_where,Nicotine replacement therapy - place available,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,,,,62344.04821834804,In a pharmacy without a prescription
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.1,1.1 [0.9-1.2]
CM_02,Number of infant deaths,1953-01-01,1953,1953,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,24765.0,24 765 [21 513-28 568]
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.86859,3.9 [1.5 - 6.6]
MORT_200,Deaths per 1 000 live births,2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,8.76813,8.8
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,21.90343,21.9 [19.4-24.7]
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,89.3,89.3 [76.0-95.7]
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,27.3656,27.4 [25.8-28.9]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,13.6,13.6 [12.5-14.7]
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.172,0 [0-0]
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,16.6,16.6 [12.6-20.6]
W7_rotation_B,Are the health warnings on other smoked tobacco packaging rotating?,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,58.5,58.5
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,40.0,40
NUT_CF_MDD,Minimum dietary diversity 6-23 months,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS20-23,20 to 23 months,39.4,39.4 [33.6-45.5]
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,88.2,88.2 [84.4-91.2]
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7.94261,7.9 [3.8-13.6]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.1,0.1 [0 - 0.7]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,8.53804,8.54 [4.93 - 11.8]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 0.23]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,13.0,13.0 [11.2-15.1]
CM_01,Number of under-five deaths,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,37657.0,37 657 [34 203-41 268]
HIV_0000000011,Reported number of children receiving antiretroviral therapy,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,,,,86323.0,86 323
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,10.00785,10.0 [8.5-11.7]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.5,3.5 [2.7-4.6]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.53733,3.5 [1.6-5.6]
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,19.5193,19.5 [13.3-27.9]
MORT_100,Number of deaths,2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,16326.56554,16 327
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.03785,0.04 [0 - 0.26]
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,4.0,4.0 [3.7-4.3]
NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02816,0
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.59691,11.6 [10.2-13.2]
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,36.3,36.3 [33.5-39.3]
NUT_BF_EVBF,Ever breastfed,1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,98.6,98.6
GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,7.24,7.24
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),9.8,9.8 [7.5-12.7]
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,505.242,505 [324-745]
O_Group,Offering help to quit tobacco use,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,62344.04821834804,3
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08147,0.1
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,379.008,379 [281-464]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,15.8,15.8 [11.0-22.0]
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,27.92255,27.92 [26.97 - 28.15]
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,37.17087,37
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,29.446,29 [18-45]
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,99.5,99.5 [97.8 - 100]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.9,3.9 [3.4-4.5]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.03091,0.03 [0 - 0.31]
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,56.4,56.4
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,86.2,86.2 [79.2-91.0]
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,395.998,396 [137-723]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,26.9543,27.0 [24.1-31.6]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,7.1,7.1 [6.3-8.1]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.39108,11.4 [9.4-13.7]
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,51.42283,51.4 [50.7-52.1]
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.46599,4.5 [2.0 - 7.2]
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,25.726,26 [21-31]
SA_0000001647,Awareness activities,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,AWARENESSACTIVITYTYPE,AWARENESSACTIVITYTYPE_SA_ILLEGAL_SURROGATE_ALCOHOL,Illegal/surrogate alcohol,62344.04821834804,Yes
WHS3_62,Measles - number of reported cases,1980-01-01,1980,1980,AFR,Africa,KEN,Kenya,,,,28473.0,28 473
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,331.179,331 [228-471]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1995-01-01,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,5.43689,5.4 [2.4-9.2]
WSH_10_WAT,Number of diarrhoea deaths from inadequate water,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5549.14648,5549 [4019-7367]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.3,2.3 [1.1-4.9]
RSUD_420,Guidelines on pharmacological treatment for substance use disorders,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
MORT_100,Number of deaths,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3859.96067,3860
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,30.33713,30.3 [27.9-32.9]
AIR_41,Ambient air pollution attributable deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1228.924,1229 [421-2261]
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,33.42286,33
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6.7,6.7 [5.1-8.7]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.6,0.6 [0 - 4.1]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6450.0,6450 [4936-8136]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,4.58455,4.58 [1.76 - 8.57]
